method,start0,start1,iter,x,f_x,dx
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
newton_analytic,0.9,nan,1,0.879463411890491,-0.000228683463077667,0.0205365881095086
newton_analytic,0.9,nan,2,0.879700531306327,-3.02059311174663e-08,0.000237119415835485
newton_analytic,0.9,nan,3,0.879700562634807,-5.55111512312578e-16,3.13284804764891e-08
newton_analytic,0.9,nan,4,0.879700562634808,0,5.55111512312578e-16
